user_id,chapter,started,finished,progress_pct
U00027,第5章,1,1,100
U00027,第6章,1,1,100
U00027,第7章,1,1,100
U00027,第8章,1,1,100
U00027,第9章,1,0,73
U00027,第10章,1,1,100
U00028,第1章,0,0,17
U00028,第2章,0,0,0
U00028,第3章,0,0,0
U00028,第4章,1,0,0
U00028,第5章,1,0,0
U00028,第6章,1,0,0
U00028,第7章,1,0,0
U00028,第8章,1,0,0
U00028,第9章,1,0,0
U00028,第10章,1,1,100
U00029,第1章,1,1,100
U00029,第2章,1,1,100
U00029,第3章,1,1,100
U00029,第4章,1,1,100
U00029,第5章,1,1,100
U00029,第6章,1,1,100
U00029,第7章,1,1,100
U00029,第8章,1,1,100
U00029,第9章,1,0,67
U00029,第10章,1,1,100
U00030,第1章,1,1,100
U00030,第2章,1,1,100
U00030,第3章,1,1,100
U00030,第4章,1,1,100
U00030,第5章,1,1,100
U00030,第6章,1,1,100
U00030,第7章,1,1,100
U00030,第8章,1,0,46
U00030,第9章,1,0,0
U00030,第10章,1,1,100
U00031,第1章,0,0,50
U00031,第2章,0,0,0
U00031,第3章,0,0,0
U00031,第4章,1,0,0
U00031,第5章,1,0,0
U00031,第6章,1,0,0
U00031,第7章,1,0,0
U00031,第8章,1,0,0
U00031,第9章,1,0,0
U00031,第10章,1,1,100
U00032,第1章,0,1,100
U00032,第2章,0,1,100
U00032,第3章,1,1,100
U00032,第4章,1,1,100
U00032,第5章,1,1,100
U00032,第6章,1,1,100
U00032,第7章,1,1,100
U00032,第8章,1,0,40
U00032,第9章,1,0,0
U00032,第10章,1,1,100
U00033,第1章,0,1,100
U00033,第2章,1,1,100
U00033,第3章,1,0,83
U00033,第4章,1,0,0
U00033,第5章,1,0,0
U00033,第6章,1,0,0
U00033,第7章,1,0,0
U00033,第8章,1,0,0
U00033,第9章,1,0,0
U00033,第10章,1,1,100
U00034,第1章,0,1,100
U00034,第2章,0,1,100
U00034,第3章,1,1,100
U00034,第4章,1,1,100
U00034,第5章,1,1,100
U00034,第6章,1,1,100
U00034,第7章,1,0,35
U00034,第8章,1,0,0
U00034,第9章,1,0,0
U00034,第10章,1,1,100
U00035,第1章,0,0,31
U00035,第2章,0,0,0
U00035,第3章,1,0,0
U00035,第4章,1,0,0
U00035,第5章,1,0,0
U00035,第6章,1,0,0
U00035,第7章,1,0,0
U00035,第8章,1,0,0
U00035,第9章,1,0,0
U00035,第10章,1,1,100
U00036,第1章,1,0,0
U00036,第2章,1,0,0
U00036,第3章,1,0,0
U00036,第4章,1,0,0
U00036,第5章,1,0,0
U00036,第6章,1,0,0
U00036,第7章,1,0,0
U00036,第8章,1,0,0
U00036,第9章,1,0,0
U00036,第10章,1,0,14
U00037,第1章,1,1,100
U00037,第2章,1,1,100
U00037,第3章,1,1,100
U00037,第4章,1,1,100
U00037,第5章,1,0,3
U00037,第6章,1,0,0
U00037,第7章,1,0,0
U00037,第8章,1,0,0
U00037,第9章,1,0,0
U00037,第10章,1,1,100
U00038,第1章,1,1,100
U00038,第2章,1,1,100
U00038,第3章,1,1,100
U00038,第4章,1,1,100
U00038,第5章,1,1,100
U00038,第6章,1,1,100
U00038,第7章,1,1,100
U00038,第8章,1,0,94
U00038,第9章,1,0,0
U00038,第10章,1,1,100
U00039,第1章,0,1,100
U00039,第2章,0,1,100
U00039,第3章,1,1,100
U00039,第4章,1,1,100
U00039,第5章,1,1,100
U00039,第6章,1,1,100
U00039,第7章,1,1,100
U00039,第8章,1,0,23
U00039,第9章,1,0,0
U00039,第10章,1,1,100
U00040,第1章,0,1,100
U00040,第2章,1,1,100
U00040,第3章,1,1,100
U00040,第4章,1,1,100
U00040,第5章,1,1,100
U00040,第6章,1,0,63
U00040,第7章,1,0,0
U00040,第8章,1,0,0
U00040,第9章,1,0,0
U00040,第10章,1,1,100
U00041,第1章,0,1,100
U00041,第2章,1,1,100
U00041,第3章,1,1,100
U00041,第4章,1,1,100
U00041,第5章,1,1,100
U00041,第6章,1,0,66
U00041,第7章,1,0,0
U00041,第8章,1,0,0
U00041,第9章,1,0,0
U00041,第10章,1,1,100
U00042,第1章,1,1,100
U00042,第2章,1,1,100
U00042,第3章,1,0,49
U00042,第4章,1,0,0
U00042,第5章,1,0,0
U00042,第6章,1,0,0
U00042,第7章,1,0,0
U00042,第8章,1,0,0
U00042,第9章,1,0,0
U00042,第10章,1,1,100
U00043,第1章,0,1,100
U00043,第2章,1,1,100
U00043,第3章,1,1,100
U00043,第4章,1,1,100
U00043,第5章,1,1,100
U00043,第6章,1,1,100
U00043,第7章,1,1,100
U00043,第8章,1,0,71
U00043,第9章,1,0,0
U00043,第10章,1,1,100
U00044,第1章,1,0,15
U00044,第2章,1,0,0
U00044,第3章,1,0,0
U00044,第4章,1,0,0
U00044,第5章,1,0,0
U00044,第6章,1,0,0
U00044,第7章,1,0,0
U00044,第8章,1,0,0
U00044,第9章,1,0,0
U00044,第10章,1,1,100
U00045,第1章,0,1,100
U00045,第2章,0,1,100
U00045,第3章,1,0,33
U00045,第4章,1,0,0
U00045,第5章,1,0,0
U00045,第6章,1,0,0
U00045,第7章,1,0,0
U00045,第8章,1,0,0
U00045,第9章,1,0,0
U00045,第10章,1,1,100
U00046,第1章,0,1,100
U00046,第2章,0,1,100
U00046,第3章,1,1,100
U00046,第4章,1,1,100
U00046,第5章,1,1,100
U00046,第6章,1,1,100
U00046,第7章,1,1,100
U00046,第8章,1,0,99
U00046,第9章,1,0,0
U00046,第10章,1,1,100
U00047,第1章,1,1,100
U00047,第2章,1,1,100
U00047,第3章,1,1,100
U00047,第4章,1,1,100
U00047,第5章,1,0,33
U00047,第6章,1,0,0
U00047,第7章,1,0,0
U00047,第8章,1,0,0
U00047,第9章,1,0,0
U00047,第10章,1,1,100
U00048,第1章,0,1,100
U00048,第2章,0,0,90
U00048,第3章,1,0,0
U00048,第4章,1,0,0
U00048,第5章,1,0,0
U00048,第6章,1,0,0
U00048,第7章,1,0,0
U00048,第8章,1,0,0
U00048,第9章,1,0,0
U00048,第10章,1,1,100
U00049,第1章,0,1,100
U00049,第2章,0,1,100
U00049,第3章,1,1,100
U00049,第4章,1,1,100
U00049,第5章,1,1,100
U00049,第6章,1,1,100
U00049,第7章,1,1,100
U00049,第8章,1,0,57
U00049,第9章,1,0,0
U00049,第10章,1,1,100
U00050,第1章,0,1,100
U00050,第2章,0,1,100
U00050,第3章,1,1,100
U00050,第4章,1,1,100
U00050,第5章,1,1,100
U00050,第6章,1,1,100
U00050,第7章,1,0,27
U00050,第8章,1,0,0
U00050,第9章,1,0,0
U00050,第10章,1,1,100
U00051,第1章,0,0,78
U00051,第2章,0,0,0
U00051,第3章,0,0,0
U00051,第4章,1,0,0
U00051,第5章,1,0,0
U00051,第6章,1,0,0
U00051,第7章,1,0,0
U00051,第8章,1,0,0
U00051,第9章,1,0,0
U00051,第10章,1,1,100
U00052,第1章,0,1,100
U00052,第2章,1,1,100
U00052,第3章,1,0,36
U00052,第4章,1,0,0
U00052,第5章,1,0,0
U00052,第6章,1,0,0
U00052,第7章,1,0,0
U00052,第8章,1,0,0
U00052,第9章,1,0,0
U00052,第10章,1,1,100
U00053,第1章,0,1,100
U00053,第2章,0,1,100
U00053,第3章,0,1,100
U00053,第4章,1,1,100
U00053,第5章,1,1,100
U00053,第6章,1,0,88
U00053,第7章,1,0,0
U00053,第8章,1,0,0
U00053,第9章,1,0,0
U00053,第10章,1,1,100
U00054,第1章,0,1,100
U00054,第2章,0,0,62
U00054,第3章,0,0,0
U00054,第4章,1,0,0
U00054,第5章,1,0,0
U00054,第6章,1,0,0
U00054,第7章,1,0,0
U00054,第8章,1,0,0
U00054,第9章,1,0,0
U00054,第10章,1,1,100
U00055,第1章,0,1,100
U00055,第2章,1,1,100
U00055,第3章,1,1,100
U00055,第4章,1,1,100
U00055,第5章,1,1,100
U00055,第6章,1,1,100
U00055,第7章,1,0,25
U00055,第8章,1,0,0
U00055,第9章,1,0,0
U00055,第10章,1,1,100
U00056,第1章,1,1,100
U00056,第2章,1,1,100
U00056,第3章,1,0,15
U00056,第4章,1,0,0
U00056,第5章,1,0,0
U00056,第6章,1,0,0
U00056,第7章,1,0,0
U00056,第8章,1,0,0
U00056,第9章,1,0,0
U00056,第10章,1,1,100
U00057,第1章,0,1,100
U00057,第2章,0,1,100
U00057,第3章,0,1,100
U00057,第4章,1,0,17
U00057,第5章,1,0,0
U00057,第6章,1,0,0
U00057,第7章,1,0,0
U00057,第8章,1,0,0
U00057,第9章,1,0,0
U00057,第10章,1,1,100
U00058,第1章,0,0,0
U00058,第2章,1,0,0
U00058,第3章,1,0,0
U00058,第4章,1,0,0
U00058,第5章,1,0,0
U00058,第6章,1,0,0
U00058,第7章,1,0,0
U00058,第8章,1,0,0
U00058,第9章,1,0,0
U00058,第10章,1,0,9
U00059,第1章,1,1,100
U00059,第2章,1,1,100
U00059,第3章,1,1,100
U00059,第4章,1,0,57
U00059,第5章,1,0,0
U00059,第6章,1,0,0
U00059,第7章,1,0,0
U00059,第8章,1,0,0
U00059,第9章,1,0,0
U00059,第10章,1,1,100
U00060,第1章,0,1,100
U00060,第2章,1,1,100
U00060,第3章,1,1,100
U00060,第4章,1,0,22
U00060,第5章,1,0,0
U00060,第6章,1,0,0
U00060,第7章,1,0,0
U00060,第8章,1,0,0
U00060,第9章,1,0,0
U00060,第10章,1,1,100
U00061,第1章,0,0,91
U00061,第2章,1,0,0
U00061,第3章,1,0,0
U00061,第4章,1,0,0
U00061,第5章,1,0,0
U00061,第6章,1,0,0
U00061,第7章,1,0,0
U00061,第8章,1,0,0
U00061,第9章,1,0,0
U00061,第10章,1,1,100
U00062,第1章,1,1,100
U00062,第2章,1,1,100
U00062,第3章,1,1,100
U00062,第4章,1,0,56
U00062,第5章,1,0,0
U00062,第6章,1,0,0
U00062,第7章,1,0,0
U00062,第8章,1,0,0
U00062,第9章,1,0,0
U00062,第10章,1,1,100
U00063,第1章,0,1,100
U00063,第2章,0,1,100
U00063,第3章,1,0,11
U00063,第4章,1,0,0
U00063,第5章,1,0,0
U00063,第6章,1,0,0
U00063,第7章,1,0,0
U00063,第8章,1,0,0
U00063,第9章,1,0,0
U00063,第10章,1,1,100
U00064,第1章,0,1,100
U00064,第2章,1,1,100
U00064,第3章,1,0,87
U00064,第4章,1,0,0
U00064,第5章,1,0,0
U00064,第6章,1,0,0
U00064,第7章,1,0,0
U00064,第8章,1,0,0
U00064,第9章,1,0,0
U00064,第10章,1,1,100
U00065,第1章,0,1,100
U00065,第2章,1,1,100
U00065,第3章,1,1,100
U00065,第4章,1,1,100
U00065,第5章,1,1,100
U00065,第6章,1,1,100
U00065,第7章,1,1,100
U00065,第8章,1,0,40
U00065,第9章,1,0,0
U00065,第10章,1,1,100
U00066,第1章,0,0,85
U00066,第2章,0,0,0
U00066,第3章,0,0,0
U00066,第4章,1,0,0
U00066,第5章,1,0,0
U00066,第6章,1,0,0
U00066,第7章,1,0,0
U00066,第8章,1,0,0
U00066,第9章,1,0,0
U00066,第10章,1,1,100
U00067,第1章,0,1,100
U00067,第2章,1,0,44
U00067,第3章,1,0,0
U00067,第4章,1,0,0
U00067,第5章,1,0,0
U00067,第6章,1,0,0
U00067,第7章,1,0,0
U00067,第8章,1,0,0
U00067,第9章,1,0,0
U00067,第10章,1,1,100
U00068,第1章,0,1,100
U00068,第2章,0,1,100
U00068,第3章,0,1,100
U00068,第4章,1,1,100
U00068,第5章,1,1,100
U00068,第6章,1,1,100
U00068,第7章,1,1,100
U00068,第8章,1,0,90
U00068,第9章,1,0,0
U00068,第10章,1,1,100
U00069,第1章,1,1,100
U00069,第2章,1,1,100
U00069,第3章,1,1,100
U00069,第4章,1,1,100
U00069,第5章,1,1,100
U00069,第6章,1,1,100
U00069,第7章,1,1,100
U00069,第8章,1,0,8
U00069,第9章,1,0,0
U00069,第10章,1,1,100
U00070,第1章,0,1,100
U00070,第2章,0,0,70
U00070,第3章,0,0,0
U00070,第4章,1,0,0
U00070,第5章,1,0,0
U00070,第6章,1,0,0
U00070,第7章,1,0,0
U00070,第8章,1,0,0
U00070,第9章,1,0,0
U00070,第10章,1,1,100
U00071,第1章,0,1,100
U00071,第2章,0,1,100
U00071,第3章,0,1,100
U00071,第4章,1,1,100
U00071,第5章,1,1,100
U00071,第6章,1,0,69
U00071,第7章,1,0,0
U00071,第8章,1,0,0
U00071,第9章,1,0,0
U00071,第10章,1,1,100
U00072,第1章,0,1,100
U00072,第2章,0,1,100
U00072,第3章,0,1,100
U00072,第4章,1,1,100
U00072,第5章,1,1,100
U00072,第6章,1,1,100
U00072,第7章,1,1,100
U00072,第8章,1,1,100
U00072,第9章,1,0,37
U00072,第10章,1,1,100
U00073,第1章,0,1,100
U00073,第2章,0,1,100
U00073,第3章,1,1,100
U00073,第4章,1,1,100
U00073,第5章,1,1,100
U00073,第6章,1,1,100
U00073,第7章,1,1,100
U00073,第8章,1,0,38
U00073,第9章,1,0,0
U00073,第10章,1,1,100
U00074,第1章,0,1,100
U00074,第2章,0,1,100
U00074,第3章,0,1,100
U00074,第4章,1,1,100
U00074,第5章,1,1,100
U00074,第6章,1,1,100
U00074,第7章,1,1,100
U00074,第8章,1,0,20
U00074,第9章,1,0,0
U00074,第10章,1,1,100
U00075,第1章,0,1,100
U00075,第2章,0,1,100
U00075,第3章,1,1,100
U00075,第4章,1,1,100
U00075,第5章,1,1,100
U00075,第6章,1,1,100
U00075,第7章,1,1,100
U00075,第8章,1,1,100
U00075,第9章,1,0,91
U00075,第10章,1,1,100
U00076,第1章,0,1,100
U00076,第2章,0,0,90
U00076,第3章,1,0,0
U00076,第4章,1,0,0
U00076,第5章,1,0,0
U00076,第6章,1,0,0
U00076,第7章,1,0,0
U00076,第8章,1,0,0
U00076,第9章,1,0,0
U00076,第10章,1,1,100
U00077,第1章,0,0,0
U00077,第2章,0,0,0
U00077,第3章,1,0,0
U00077,第4章,1,0,0
U00077,第5章,1,0,0
U00077,第6章,1,0,0
U00077,第7章,1,0,0
U00077,第8章,1,0,0
U00077,第9章,1,0,0
U00077,第10章,1,0,89
U00078,第1章,0,1,100
U00078,第2章,0,1,100
U00078,第3章,0,1,100
U00078,第4章,1,1,100
U00078,第5章,1,1,100
U00078,第6章,1,0,81
U00078,第7章,1,0,0
U00078,第8章,1,0,0
U00078,第9章,1,0,0
U00078,第10章,1,1,100
U00079,第1章,0,1,100
U00079,第2章,1,1,100
U00079,第3章,1,1,100
U00079,第4章,1,1,100
U00079,第5章,1,1,100
U00079,第6章,1,1,100
U00079,第7章,1,1,100
U00079,第8章,1,1,100
U00079,第9章,1,0,22
U00079,第10章,1,1,100
U00080,第1章,0,1,100
U00080,第2章,1,1,100
U00080,第3章,1,1,100
U00080,第4章,1,0,46
U00080,第5章,1,0,0
U00080,第6章,1,0,0
U00080,第7章,1,0,0
U00080,第8章,1,0,0
U00080,第9章,1,0,0
U00080,第10章,1,1,100
U00081,第1章,0,1,100
U00081,第2章,0,1,100
U00081,第3章,0,1,100
U00081,第4章,1,1,100
U00081,第5章,1,1,100
U00081,第6章,1,1,100
U00081,第7章,1,1,100
U00081,第8章,1,0,65
U00081,第9章,1,0,0
U00081,第10章,1,1,100
U00082,第1章,0,1,100
U00082,第2章,1,1,100
U00082,第3章,1,0,28
U00082,第4章,1,0,0
U00082,第5章,1,0,0
U00082,第6章,1,0,0
U00082,第7章,1,0,0
U00082,第8章,1,0,0
U00082,第9章,1,0,0
U00082,第10章,1,1,100
U00083,第1章,0,1,100
U00083,第2章,0,1,100
U00083,第3章,1,1,100
U00083,第4章,1,1,100
U00083,第5章,1,1,100
U00083,第6章,1,1,100
U00083,第7章,1,1,100
U00083,第8章,1,0,15
U00083,第9章,1,0,0
U00083,第10章,1,1,100
U00084,第1章,1,1,100
U00084,第2章,1,1,100
U00084,第3章,1,0,25
U00084,第4章,1,0,0
U00084,第5章,1,0,0
U00084,第6章,1,0,0
U00084,第7章,1,0,0
U00084,第8章,1,0,0
U00084,第9章,1,0,0
U00084,第10章,1,1,100
U00085,第1章,0,0,17
U00085,第2章,1,0,0
U00085,第3章,1,0,0
U00085,第4章,1,0,0
U00085,第5章,1,0,0
U00085,第6章,1,0,0
U00085,第7章,1,0,0
U00085,第8章,1,0,0
U00085,第9章,1,0,0
U00085,第10章,1,1,100
U00086,第1章,0,1,100
U00086,第2章,0,1,100
U00086,第3章,1,0,30
U00086,第4章,1,0,0
U00086,第5章,1,0,0
U00086,第6章,1,0,0
U00086,第7章,1,0,0
U00086,第8章,1,0,0
U00086,第9章,1,0,0
U00086,第10章,1,1,100
U00087,第1章,0,1,100
U00087,第2章,0,1,100
U00087,第3章,0,1,100
U00087,第4章,1,1,100
U00087,第5章,1,1,100
U00087,第6章,1,1,100
U00087,第7章,1,1,100
U00087,第8章,1,1,100
U00087,第9章,1,0,63
U00087,第10章,1,1,100
U00088,第1章,1,0,0
U00088,第2章,1,0,0
U00088,第3章,1,0,0
U00088,第4章,1,0,0
U00088,第5章,1,0,0
U00088,第6章,1,0,0
U00088,第7章,1,0,0
U00088,第8章,1,0,0
U00088,第9章,1,0,0
U00088,第10章,1,0,3
U00089,第1章,0,1,100
U00089,第2章,0,0,46
U00089,第3章,1,0,0
U00089,第4章,1,0,0
U00089,第5章,1,0,0
U00089,第6章,1,0,0
U00089,第7章,1,0,0
U00089,第8章,1,0,0
U00089,第9章,1,0,0
U00089,第10章,1,1,100
U00090,第1章,0,1,100
U00090,第2章,0,0,70
U00090,第3章,1,0,0
U00090,第4章,1,0,0
U00090,第5章,1,0,0
U00090,第6章,1,0,0
U00090,第7章,1,0,0
U00090,第8章,1,0,0
U00090,第9章,1,0,0
U00090,第10章,1,1,100
U00091,第1章,0,1,100
U00091,第2章,0,1,100
U00091,第3章,0,1,100
U00091,第4章,1,1,100
U00091,第5章,1,1,100
U00091,第6章,1,1,100
U00091,第7章,1,0,73
U00091,第8章,1,0,0
U00091,第9章,1,0,0
U00091,第10章,1,1,100
U00092,第1章,0,1,100
U00092,第2章,0,1,100
U00092,第3章,0,1,100
U00092,第4章,1,1,100
U00092,第5章,1,1,100
U00092,第6章,1,1,100
U00092,第7章,1,0,47
U00092,第8章,1,0,0
U00092,第9章,1,0,0
U00092,第10章,1,1,100
U00093,第1章,0,1,100
U00093,第2章,0,1,100
U00093,第3章,0,1,100
U00093,第4章,1,1,100
U00093,第5章,1,1,100
U00093,第6章,1,1,100
U00093,第7章,1,0,59
U00093,第8章,1,0,0
U00093,第9章,1,0,0
U00093,第10章,1,1,100
U00094,第1章,0,0,70
U00094,第2章,0,0,0
U00094,第3章,0,0,0
U00094,第4章,1,0,0
U00094,第5章,1,0,0
U00094,第6章,1,0,0
U00094,第7章,1,0,0
U00094,第8章,1,0,0
U00094,第9章,1,0,0
U00094,第10章,1,1,100
U00095,第1章,0,1,100
U00095,第2章,1,1,100
U00095,第3章,1,1,100
U00095,第4章,1,1,100
U00095,第5章,1,1,100
U00095,第6章,1,1,100
U00095,第7章,1,1,100
U00095,第8章,1,1,100
U00095,第9章,1,0,16
U00095,第10章,1,1,100
U00096,第1章,0,1,100
U00096,第2章,1,1,100
U00096,第3章,1,0,78
U00096,第4章,1,0,0
U00096,第5章,1,0,0
U00096,第6章,1,0,0
U00096,第7章,1,0,0
U00096,第8章,1,0,0
U00096,第9章,1,0,0
U00096,第10章,1,1,100
U00097,第1章,0,1,100
U00097,第2章,1,1,100
U00097,第3章,1,1,100
U00097,第4章,1,1,100
U00097,第5章,1,0,11
U00097,第6章,1,0,0
U00097,第7章,1,0,0
U00097,第8章,1,0,0
U00097,第9章,1,0,0
U00097,第10章,1,1,100
U00098,第1章,1,1,100
U00098,第2章,1,1,100
U00098,第3章,1,1,100
U00098,第4章,1,0,8
U00098,第5章,1,0,0
U00098,第6章,1,0,0
U00098,第7章,1,0,0
U00098,第8章,1,0,0
U00098,第9章,1,0,0
U00098,第10章,1,1,100
U00099,第1章,1,1,100
U00099,第2章,1,1,100
U00099,第3章,1,1,100
U00099,第4章,1,0,39
U00099,第5章,1,0,0
U00099,第6章,1,0,0
U00099,第7章,1,0,0
U00099,第8章,1,0,0
U00099,第9章,1,0,0
U00099,第10章,1,1,100
U00100,第1章,0,1,100
U00100,第2章,1,1,100
U00100,第3章,1,1,100
U00100,第4章,1,1,100
U00100,第5章,1,0,50
U00100,第6章,1,0,0
U00100,第7章,1,0,0
